date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:56:30	130/130	---M--	200	added ('OK')	image/png	etag:%2282-605f5c6fa9e59%22	https://www.ice.gov/core/misc/tree.png	D:/paginas/ice/www.ice.gov/core/misc/tree.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:30	129/129	---M--	200	added ('OK')	image/png	etag:%2281-605f5c6fa9e59%22	https://www.ice.gov/core/misc/tree-bottom.png	D:/paginas/ice/www.ice.gov/core/misc/tree-bottom.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:30	3266/3266	---M--	200	added ('OK')	image/png	etag:%22cc2-605f5c6f2709a%22	https://www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_444444_256x240.png	D:/paginas/ice/www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_444444_256x240.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:30	3274/3274	---M--	200	added ('OK')	image/png	etag:%22cca-605f5c6f2709a%22	https://www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_555555_256x240.png	D:/paginas/ice/www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_555555_256x240.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:31	3264/3264	---M--	200	added ('OK')	image/png	etag:%22cc0-605f5c6f27482%22	https://www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_ffffff_256x240.png	D:/paginas/ice/www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_ffffff_256x240.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:31	3262/3262	---M--	200	added ('OK')	image/png	etag:%22cbe-605f5c6f2709a%22	https://www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_777620_256x240.png	D:/paginas/ice/www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_777620_256x240.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:31	3262/3262	---M--	200	added ('OK')	image/png	etag:%22cbe-605f5c6f27482%22	https://www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_cc0000_256x240.png	D:/paginas/ice/www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_cc0000_256x240.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:31	3266/3266	---M--	200	added ('OK')	image/png	etag:%22cc2-605f5c6f27482%22	https://www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_777777_256x240.png	D:/paginas/ice/www.ice.gov/core/assets/vendor/jquery.ui/themes/base/images/ui-icons_777777_256x240.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:31	2104/2104	---M--	200	added ('OK')	image/png	etag:%22838-605f5c73e90d7%22	https://www.ice.gov/modules/contrib/colorbox/styles/default/images/controls.png	D:/paginas/ice/www.ice.gov/modules/contrib/colorbox/styles/default/images/controls.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:32	2767/2767	---M--	200	added ('OK')	image/gif	etag:%22acf-605f5c73e90d7%22	https://www.ice.gov/modules/contrib/colorbox/styles/default/images/loading_animation.gif	D:/paginas/ice/www.ice.gov/modules/contrib/colorbox/styles/default/images/loading_animation.gif	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:32	245/245	---M--	404	error ('Not%20Found')	text/html	etag:%221695941790%22	https://www.ice.gov/profiles/iced8_gov/themes/uswds_iced8_gov_theme/images/ico-arrow.png	D:/paginas/ice/www.ice.gov/profiles/iced8_gov/themes/uswds_iced8_gov_theme/images/ico-arrow.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:32	251/251	---M--	404	error ('Not%20Found')	text/html	etag:%221695941790%22	https://www.ice.gov/profiles/iced8_gov/themes/uswds_iced8_gov_theme/images/ico-arrow-white.png	D:/paginas/ice/www.ice.gov/profiles/iced8_gov/themes/uswds_iced8_gov_theme/images/ico-arrow-white.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:33	243/243	---M--	404	error ('Not%20Found')	text/html	etag:%221695941790%22	https://www.ice.gov/profiles/iced8_gov/themes/uswds_iced8_gov_theme/images/bar-bor.png	D:/paginas/ice/www.ice.gov/profiles/iced8_gov/themes/uswds_iced8_gov_theme/images/bar-bor.png	(from https://www.ice.gov/sites/default/files/css/css_QuVTXDexkj611oa4d2lEtBkLmCv2JeXk2w7nvxkR7ig.css?delta=0&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
16:56:34	623866/623866	---M--	200	added ('OK')	image/png	etag:%22984fa-605f5c77089c7%22	https://www.ice.gov/profiles/iced8_gov/themes/uswds_iced8_gov_theme/assets/img/hero.png	D:/paginas/ice/www.ice.gov/profiles/iced8_gov/themes/uswds_iced8_gov_theme/assets/img/hero.png	(from https://www.ice.gov/sites/default/files/css/css_yBEocfvcHfhs50p8_vgWw55htZ3aHrQD7i8Wbicm_Ig.css?delta=1&language=en&theme=uswds_iced8_gov_theme&include=eJyFU0t2wyAMvBCGbffddZsD8GRLdkgBuXxM3NMX7KRN2uR1AzPDSAIBgeLMPpqFtCOfVbjn0rVRhH9cA_vRTAIQE4Nf1RXIMbBPArxxkEyNUD9QpnUmfDs8Wd0hvR6eGQqXGjxwIHX6yBTWx77dwX6giiyHns_qCjqk5UdFGiHb9C1o463xpH5xgZDAwkpB9XSExXCIYqzHhEKRHakbLAv1jf5vkPFonJiYJ0saPNg1mSGq34KIa0zkVA-RRI4Fo25QjQEcFQ7vF9EMhC964kWnI9WSD9XqHQkb_VPXMmD3TbsB_d5HDHkGK9HE2UJtaRmcjjkstKp9EnROtUvvV-eFisVQiWobpWPMlu4SzoGn-qgut9Wqn-KdAbznvF_ijXiCs-gtfK4Kt-lCesP72lZPN6gnSuoK9iTGJwr1iHJ_PnLk4O72uaUYDVnUU-A8q-aAVKPkMTmrydYm1ud9a2mZRWnfYoLtq7SYestdE7qmdNufII9fqMpdtQ)
